New?,Actual Self,Perceived Self,character,Actual Other,Perceived Other,Ideal Other,Max Accept Range,Min Accept Range,Other Character,Other Self Eval,Other Accept Min,Other Accept Max,Other Eval Self,Outcome from Self,Outcome from Other,Overall Outcome,Perceived Reward,Actual Reward
1,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0
1,21,23.68755812175759,0.0924431696121877,78,82.79150312560569,100.0,100.0,16.632994113687012,0.06463719834409315,81.16257731851583,81.67919409993175,100.0,15.271920207603596,1,0,0,-5.463756012740143,-5.269260667894699
0,21,18.22380210901745,0.0924431696121877,87,75.02235435458965,92.44034906812408,92.44034906812408,3.803338338569933,0.09245686745839318,81.4480410054087,73.4119411259694,92.44034906812408,12.692646820160926,1,0,0,-5.250638198964135,-6.101249194404388
0,21,12.973163910053312,0.0924431696121877,71,75.93371960280938,85.09415059195342,85.09415059195342,-8.599778102426496,0.10755577924994324,66.15412097614814,74.94846230950665,85.09415059195342,14.693406560547913,1,0,0,-5.820273328783038,-4.622158480609385
0,21,7.152890581270274,0.0924431696121877,58,53.14476194337201,77.88901347299822,77.88901347299822,-21.497167351920076,0.11179151885822462,59.443129701280036,50.37856448186515,77.88901347299822,9.718996036873673,1,0,0,-4.251634365108688,-3.4203972756509446
0,21,2.9012562161615856,0.0924431696121877,31,23.262601167726835,70.95690751006691,70.95690751006691,-32.4331163894019,0.10826455773064989,25.87869159245958,18.09899818530326,70.95690751006691,18.12543355575646,1,1,1,20.36134495156525,10.0
